sep=,
"Time","GPU 2","GPU 2","GPU 1","GPU 1","GPU 1","GPU 1","GPU 3","GPU 3","GPU 3","GPU 0","GPU 0","GPU 0","GPU 3","GPU 3","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 2","GPU 2","GPU 0","GPU 0","GPU 0","GPU 2","GPU 2","GPU 2","GPU 3","GPU 3","GPU 3","GPU 1","GPU 1","GPU 1","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 0","GPU 3","GPU 3","GPU 2","GPU 2","GPU 1","GPU 1","GPU 0","GPU 0","GPU 3","GPU 1","GPU 0","GPU 2","GPU 0","GPU 2","GPU 3","GPU 1","GPU 1","GPU 1","GPU 0","GPU 0","GPU 1","GPU 0","GPU 0","GPU 0","GPU 0","GPU 0","GPU 0","GPU 0"
2025-04-26 22:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,86.9,,,85.2,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 22:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 23:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,86.9,,,85.0,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-26 23:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,71.0,,,58.5,,,59.4,,,57.4,,87.2,,,85.3,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 00:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,395,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 00:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,359,,,,87.9,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 01:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.7,,,356,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 01:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,351,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 02:00:00,,41.0,,,,39.5,,,39.6,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,369,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 02:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,358,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 03:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,360,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 03:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.6,,,379,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 04:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,364,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 04:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,74.0,,,58.5,,,59.9,,,57.4,,85.7,,,361,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 05:00:00,,41.0,,,,40.0,,,39.6,,59.0,,39.6,,57.1,,,60.5,,,42.6,,,58.5,,,58.5,,,59.9,,,57.4,,85.6,,,358,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 05:30:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.6,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.7,,,389,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 06:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.7,,,365,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 06:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.8,,,349,,,,88.2,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 07:00:00,,40.5,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,357,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 07:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,85.8,,,382,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 08:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.6,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,373,,,,88.6,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 08:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.5,,,367,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 09:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,360,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 09:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.6,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,355,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 10:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.6,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.5,,,360,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 10:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,362,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 11:00:00,,41.0,,,,39.5,,,39.1,,59.0,,40.1,,57.1,,,61.0,,,42.6,,,71.0,,,58.5,,,59.9,,,57.4,,85.6,,,365,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 11:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,61.0,,,42.6,,,58.5,,,58.5,,,59.9,,,57.4,,85.4,,,364,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 12:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,70.6,,,58.5,,,59.9,,,57.4,,85.6,,,374,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 12:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,370,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 13:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,378,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 13:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.6,,,357,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 14:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.5,,,57.4,,84.7,,,368,,,,87.5,,,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 14:30:00,,41.0,,,,39.5,,,39.5,,59.0,,40.1,,57.0,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.8,,,371,,,,89.2,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 15:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,74.0,,,58.5,,,59.9,,,57.4,,85.6,,,364,,,,88.1,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 15:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.9,,,58.5,,,59.9,,,57.4,,85.6,,,359,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 16:00:00,,41.0,,,,39.5,,,39.6,,59.0,,40.1,,57.0,,,60.5,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,384,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 16:30:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,389,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 17:00:00,,41.0,,,,39.5,,,39.5,,59.0,,40.1,,57.0,,,61.0,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,390,,,,88.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 17:30:00,,41.0,,,,39.5,,,39.5,,59.0,,40.1,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.8,,,365,,,,88.3,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 18:00:00,,41.0,,,,39.5,,,39.6,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,71.0,,,58.0,,,59.9,,,57.4,,85.4,,,356,,,,87.8,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 18:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.4,,,376,,,,88.1,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 19:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.6,,,58.5,,,58.5,,,59.9,,,57.4,,85.5,,,360,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 19:30:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.5,,,365,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 20:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,71.5,,,58.5,,,59.9,,,57.4,,85.5,,,380,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 20:30:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.3,,,377,,,,88.3,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 21:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,73.0,,,58.5,,,59.9,,,57.4,,85.6,,,391,,,,88.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 21:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.7,,,371,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 22:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.7,,,374,,,,88.3,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 22:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.4,,,383,,,,89.2,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 23:00:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.0,,,61.0,,,42.6,,,71.5,,,58.5,,,59.9,,,57.4,,85.5,,,366,,,,88.1,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27 23:30:00,,41.0,,,,39.5,,,39.6,,59.0,,40.1,,57.0,,,60.5,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,397,,,357,,,,88.2,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 00:00:00,,41.0,,,,39.5,,,39.5,,59.0,,40.1,,57.0,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,376,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 00:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,378,,,,88.3,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 01:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.5,,,373,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 01:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.7,,,380,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 02:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.7,,,356,,,,88.1,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 02:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.8,,,380,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 03:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.4,,,57.4,,85.6,,,382,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 03:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.7,,,366,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 04:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.6,,,371,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 04:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.6,,,372,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 05:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,378,,,,88.2,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 05:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.4,,,57.4,,85.9,,,97.1,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 06:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.0,,,59.4,,,57.4,,85.7,,,367,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 06:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,368,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 07:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.8,,,372,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 07:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.9,,,96.1,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 08:00:00,,41.0,,,,40.0,,,39.6,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.8,,,385,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 08:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.9,,,367,,,,87.9,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 09:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,374,,,,88.3,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 09:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,61.0,,,42.6,,,58.5,,,58.5,,,59.9,,,57.4,,85.9,,,365,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 10:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.6,,,372,,,,357,,,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 10:30:00,,41.0,,,,39.5,,,39.6,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.7,,,363,,,,88.3,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 11:00:00,,41.0,,,,39.5,,,39.6,,59.0,,39.6,,57.1,,,61.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,377,,,,87.6,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 11:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,138,,,58.4,,,59.8,,,57.4,,85.7,,,365,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 12:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,85.5,,,360,,,,87.2,,,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 12:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.4,,,57.4,,85.6,,,371,,,,87.9,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 13:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,86.0,,,356,,,,89.8,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 13:30:00,,41.0,,,,39.5,,,39.1,,59.0,,40.1,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,85.6,,,360,,,,88.0,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 14:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.9,,,58.0,,,59.9,,,57.4,,85.5,,,358,,,,88.0,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 14:30:00,,41.0,,,,40.0,,,39.5,,59.0,,40.1,,57.5,,,61.0,,,42.6,,,58.5,,,58.5,,,59.9,,,57.9,,86.2,,,374,,,,88.8,,,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 15:00:00,,41.0,,,,40.0,,,39.5,,59.0,,39.6,,57.0,,,61.0,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,85.6,,,361,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 15:30:00,,41.0,,,,39.5,,,39.5,,59.0,,39.6,,57.0,,,61.0,,,42.6,,,58.0,,,58.5,,,59.9,,,57.4,,85.8,,,359,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 16:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,85.5,,,371,,,,88.4,,,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 16:30:00,,41.0,,,,39.5,,,39.6,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,140,,,58.5,,,59.8,,,57.3,,86.9,,,85.0,,,,87.6,,,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 17:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,73.0,,,58.5,,,59.9,,,57.4,,87.3,,,85.2,,,,88.6,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 17:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.9,,,58.0,,,59.4,,,57.4,,87.0,,,85.1,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 18:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,87.9,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 18:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.2,,,85.3,,,,88.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 19:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,86.9,,,85.1,,,,87.6,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 19:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.1,,,,87.8,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 20:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,57.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,87.6,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 20:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,70.1,,,58.0,,,59.4,,,57.4,,87.0,,,85.2,,,,89.1,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 21:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.3,,,85.3,,,,88.0,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 21:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.0,,,59.9,,,57.4,,87.0,,,85.1,,,,88.0,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 22:00:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.5,,,42.1,,,58.0,,,58.0,,,59.9,,,57.4,,87.0,,,85.2,,,,88.0,,,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 22:30:00,,40.5,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.5,,,58.5,,,59.9,,,57.4,,87.0,,,85.2,,,,89.2,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 23:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.9,,,58.5,,,59.9,,,57.4,,86.9,,,85.1,,,,87.7,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28 23:30:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.0,,,60.0,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.0,,,85.1,,,,88.1,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29 00:00:00,,41.0,,,,39.5,,,39.1,,59.0,,39.6,,57.1,,,60.5,,,42.1,,,58.0,,,58.5,,,59.9,,,57.4,,87.1,,,85.2,,,,88.1,,,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
